,index,Topic,Sentiment,TweetId,TweetDate,TweetText,Sentiment
916,1315,google,0,126494261922381824,Wed Oct 19 03:05:56 +0000 2011,WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE,0
917,497,apple,3,125278676949544960,Sat Oct 15 18:35:38 +0000 2011,@rjakesuk mine is past the warranty and I don't have AppleCare. #ios5 @apple,3
918,2279,google,2,126487852824526848,Wed Oct 19 02:40:28 +0000 2011,RT @twandroid: Nouveau lockscreen (écran de déverrouillage) à la Honeycomb #google #nexusprime,2
919,802,apple,0,126357227727626240,Tue Oct 18 18:01:25 +0000 2011,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,0
920,1647,twitter,0,126876046028050432,Thu Oct 20 04:23:01 +0000 2011,#twitter app also doesn't show me the conversation when I touch a tweet.,0
921,2288,google,2,126487406131150848,Wed Oct 19 02:38:42 +0000 2011,"Ya tendremos browser con tabs, y nuestros bookmarks se sincronizarán con Chrome! #ics #google",2
922,1014,apple,0,125408962215555072,Sun Oct 16 03:13:21 +0000 2011,Had issues with #Siri reaching network today. Too many uses or my signal? @apple,0
923,1242,google,1,126489848004608000,Wed Oct 19 02:48:24 +0000 2011,New Galaxy Nexus: App Improvements -  Inbuilt Panoramic Pictures #nexus #samsung #google #android bit.ly/nEJbyE,1
924,1419,microsoft,1,126570919513686018,Wed Oct 19 08:10:33 +0000 2011,OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William,1
925,1660,twitter,0,126870358816067584,Thu Oct 20 04:00:25 +0000 2011,"RT @mixedchik22: #Twitter.... Side Affects include: Procrastination, No Sleep, Unable to Focus on ANYTHING, Subtweeting, RT, TT, and Low ...",0
926,2105,google,2,126496706257895424,Wed Oct 19 03:15:39 +0000 2011,#google 话，丫的只有你 #apple 会抄么，俺一样会抄。天下一大抄。,2
927,1404,microsoft,1,126638821948403712,Wed Oct 19 12:40:22 +0000 2011,@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.,1
928,965,apple,0,125711996074209280,Sun Oct 16 23:17:30 +0000 2011,"Overall I am a fan of the iPhone 4S; however, my Siri has issues connecting to the network @Apple",0
929,712,apple,1,125667241978114048,Sun Oct 16 20:19:39 +0000 2011,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac",1
930,72,apple,3,126301301511426049,Tue Oct 18 14:19:11 +0000 2011,"The 'Great Tech War': @Apple, @Facebook, @Google, @Amazon battle for the future http://t.co/sVu8cG1M via @fastcompany",3
931,500,apple,3,125275280678993920,Sat Oct 15 18:22:09 +0000 2011,@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life,3
932,1552,microsoft,0,126519630868119552,Wed Oct 19 04:46:45 +0000 2011,"Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer",0
933,2148,google,2,126493715933052928,Wed Oct 19 03:03:46 +0000 2011,RT @gattenist: サムスン、Googleと共同でGoogleリファレンス機「Galaxy Nexus」を正式発表、11月に世界各地で発売　http://t.co/zwSUFuez #androidjp #samsung #google #galaxynexus,2
934,2207,google,2,126491075870343168,Wed Oct 19 02:53:17 +0000 2011,RT @twandroid: Possibilité de voir les mises à jour (un peu comme Sony Ericsson avec l'intégration Facebook) #google #nexusprime,2
935,481,apple,3,125325397712846848,Sat Oct 15 21:41:17 +0000 2011,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1,3
936,1375,microsoft,1,126729713568849920,Wed Oct 19 18:41:32 +0000 2011,#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar,1
937,506,apple,3,125260105154437121,Sat Oct 15 17:21:50 +0000 2011,@apple in Austin:  domain location - umbrellas are nice but being staffed properly would be better.,3
938,1883,google,2,126530163029704705,Wed Oct 19 05:28:36 +0000 2011,"Mit einfachen Mittel gegen #Facebook & #Google+, so die Strategie von Costolo, CEO von #Twitter http://t.co/C1f5dAnO #SocialMedia",2
939,1857,google,2,126533134819921920,Wed Oct 19 05:40:24 +0000 2011,“@rianru: #Google и #Samsung представили новую версию операционной системы - Android 4.0 Ice Cream Sandwich http://t.co/HvtFSCXz” сэндвич!?,2
940,1143,google,1,126506410195431424,Wed Oct 19 03:54:13 +0000 2011,"i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus",1
941,1362,microsoft,1,126744770713362432,Wed Oct 19 19:41:22 +0000 2011,#Microsoft store here I come to spend my hard earned cash. #vslive,1
942,2284,google,2,126487457381359617,Wed Oct 19 02:38:54 +0000 2011,The ARM Cortex-A9 Processors pdf ebook:  http://t.co/F8mSgjgF #google,2
943,1116,google,1,126520029410885632,Wed Oct 19 04:48:20 +0000 2011,"Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel",1
944,1690,twitter,0,126858607789740032,Thu Oct 20 03:13:43 +0000 2011,"RT @nicolebanyots: #twitter UH, SHOW ME MY RETWEETS, OR ILL GO BACK TO FACEBOOK. K? K.",0
945,1314,google,0,126494303173361664,Wed Oct 19 03:06:06 +0000 2011,+1 RT @tah_med: the background is SO horrible for this stream #Samsung #Google #NexusPrime they should've seen what #Adobe did at #AdobeMAX,0
946,1830,google,2,126535062148759552,Wed Oct 19 05:48:04 +0000 2011,Ho come l'impressione che la recente evoluzione di #facebook abbia creato un ulteriore solco con #google+ ...la vittoria finale??,2
947,1750,apple,2,125993886249267200,Mon Oct 17 17:57:37 +0000 2011,Contra todo pronóstico @Samsung podría ser el fabricante del #chipA6 para @Apple http://t.co/6utPqa5w,2
948,311,apple,3,125907633466130432,Mon Oct 17 12:14:53 +0000 2011,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management,3
949,1190,google,1,126494280318582784,Wed Oct 19 03:06:01 +0000 2011,Loved the Google release of Android OS 4.0 Ice Cream Sandwich! #Samsung #Android #Google #IceCreamSandwich #amazing!,1
950,405,apple,3,125595669145722880,Sun Oct 16 15:35:15 +0000 2011,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps",3
951,757,apple,1,125279987254300672,Sat Oct 15 18:40:51 +0000 2011,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,1
952,1131,google,1,126512631937904640,Wed Oct 19 04:18:56 +0000 2011,I want the new #google #galaxynexus. Android 4.0 is going to be the fucks,1
953,1338,google,0,126486634458914816,Wed Oct 19 02:35:38 +0000 2011,The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,0
954,1083,google,1,126533948925952000,Wed Oct 19 05:43:38 +0000 2011,Very nice trivia game by #Google. Helps you use their search better http://t.co/ikN087ZE,1
955,1465,microsoft,0,126738867087884288,Wed Oct 19 19:17:55 +0000 2011,I hate #Microsoft PowerPoint!,0
956,309,apple,3,125915210337890304,Mon Oct 17 12:45:00 +0000 2011,"Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again, any time I click the ball it acts like a left click. @Apple",3
957,226,apple,3,125988775548559360,Mon Oct 17 17:37:19 +0000 2011,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook,3
958,743,apple,1,125416879035658240,Sun Oct 16 03:44:48 +0000 2011,"dammit, listening to siri is making me want to upgrade. well played @apple.",1
959,806,apple,0,126344426854416385,Tue Oct 18 17:10:33 +0000 2011,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",0
960,2118,google,2,126495253535531008,Wed Oct 19 03:09:53 +0000 2011,RT @google_topic: Samsung、Android 4.0搭載のGoogleブランド端末「GALAXY Nexus」を発表 - ITmedia http://t.co/t0CrKsoo #google,2
961,1290,google,0,126517970179600385,Wed Oct 19 04:40:09 +0000 2011,Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false positives. Not cool. #Google,0
962,1577,twitter,1,126879662851887104,Thu Oct 20 04:37:23 +0000 2011,@LuCkY_2_HaVe #Twitter,1
963,1962,google,2,126520080543649792,Wed Oct 19 04:48:32 +0000 2011,“@rianru: #Google и #Samsung представили новую версию операционной системы - Android 4.0 Ice Cream Sandwich http://t.co/4XkmSFs0” Еще борщ!,2
964,1189,google,1,126494339248562176,Wed Oct 19 03:06:15 +0000 2011,"Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",1
965,1641,twitter,0,126877245347348480,Thu Oct 20 04:27:47 +0000 2011,"#Twitter, will you please fix this RT problem?",0
966,1159,google,1,126501732443361280,Wed Oct 19 03:35:37 +0000 2011,have to finish faster the only way is to google it!!!! #google :D,1
967,148,apple,3,126094027140513792,Tue Oct 18 00:35:33 +0000 2011,POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...,3
968,2089,google,2,126498881142927360,Wed Oct 19 03:24:18 +0000 2011,@iley_little we'lll figure it out tm in gym #google,2
969,1273,google,1,126487090723700737,Wed Oct 19 02:37:27 +0000 2011,"As an iPhone user, I think the Samsung Nexus Galaxy looks great. And Ice Cream Sandwich looks fantastic. http://t.co/Z9IDoNi7 #Google",1
970,2219,google,2,126490516186595328,Wed Oct 19 02:51:03 +0000 2011,SO Hinweis: kostenlose SEO Videos  http://t.co/pwldYXVE #google,2
971,291,apple,3,125922174648324096,Mon Oct 17 13:12:40 +0000 2011,"#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory
  http://t.co/BEj32s6a",3
972,692,apple,1,125898611572740097,Mon Oct 17 11:39:02 +0000 2011,Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.,1
973,818,apple,0,126321169468100609,Tue Oct 18 15:38:08 +0000 2011,@apple why is my iPhone battery so crappy #fail,0
974,704,apple,1,125706813583798274,Sun Oct 16 22:56:54 +0000 2011,i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX,1
975,1982,google,2,126516802011402240,Wed Oct 19 04:35:30 +0000 2011,AsiaClassifiedToday: Temasek to raise up to $800 million with bond offer - Straits Times: Tel... http://t.co/bdBPJDh2 #asia #google #ads,2
976,821,apple,0,126309616391950336,Tue Oct 18 14:52:13 +0000 2011,"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world",0
977,2037,google,2,126506159938088961,Wed Oct 19 03:53:13 +0000 2011,#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora sólo en el #NexusPrime). #NFC #Google,2
978,575,google,3,126529470814363648,Wed Oct 19 05:25:51 +0000 2011,"So, @Gizmodo @TechCrunch -- answer the question we really want to know -- ICS + Nexus vs. iPhone 4S? #Google #Apple",3
979,557,google,3,126531542733430784,Wed Oct 19 05:34:05 +0000 2011,"#Android #Google Ice Cream Sandwich Is Finally Official, And Here's What To Expect http://t.co/Wxhb8JXO #DhilipSiva",3
980,1418,microsoft,1,126578340902617088,Wed Oct 19 08:40:02 +0000 2011,Nice talk by @renatmin #KenyaOpenDoor #microsoft #community,1
981,701,apple,1,125713935344214016,Sun Oct 16 23:25:12 +0000 2011,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed,1
982,1114,google,1,126522262768726016,Wed Oct 19 04:57:12 +0000 2011,"Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology",1
983,999,apple,0,125588202286366721,Sun Oct 16 15:05:35 +0000 2011,Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light,0
984,921,apple,0,125965988146585601,Mon Oct 17 16:06:46 +0000 2011,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,0
985,2281,google,2,126487783077449728,Wed Oct 19 02:40:12 +0000 2011,RT @twandroid: Le baromètre est inclus dans le Galaxy Nexus #google #nexusprime,2
986,1505,microsoft,0,126647697800310784,Wed Oct 19 13:15:38 +0000 2011,#Microsoft licensing process is annoying !!!,0
987,905,apple,0,125995264325599233,Mon Oct 17 18:03:06 +0000 2011,"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",0
988,1726,apple,2,126263600548556800,Tue Oct 18 11:49:22 +0000 2011,@Apple erneut im Fadenkreuz - Umweltverschmutzung? @Apple -Zulieferer muss Produktion stoppen  http://t.co/aH9KgrLY,2
989,1231,google,1,126491420260442112,Wed Oct 19 02:54:39 +0000 2011,People App in #ICS looks promising! As usual #Google is good at integrating different apps and make it a total new user experience!,1
990,748,apple,1,125356807626559488,Sat Oct 15 23:46:06 +0000 2011,Awesome service from the @apple store in pc. Thanks chris!,1
991,1488,microsoft,0,126689051960033280,Wed Oct 19 15:59:58 +0000 2011,"Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed",0
992,1298,google,0,126506609823334400,Wed Oct 19 03:55:00 +0000 2011,"Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts",0
993,167,apple,3,126056940060155904,Mon Oct 17 22:08:11 +0000 2011,@RhiannaRaee hanging @apple in tacoma listening to the beatles!,3
994,730,apple,1,125550135911518209,Sun Oct 16 12:34:19 +0000 2011,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",1
995,1307,google,0,126497514168922112,Wed Oct 19 03:18:52 +0000 2011,The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google,0
996,286,apple,3,125927174514540544,Mon Oct 17 13:32:32 +0000 2011,Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich,3
997,1658,twitter,0,126870920018137088,Thu Oct 20 04:02:39 +0000 2011,"Tried explaining #Twitter to my mom, but her ""why would you want to do that?"" argument was pretty bulletproof. #igiveup",0
998,26,apple,3,126375024595705856,Tue Oct 18 19:12:08 +0000 2011,@Motorola is the Best Android-powered company that is going against @Apple.,3
999,2014,google,2,126512053660827648,Wed Oct 19 04:16:38 +0000 2011,グーグルと韓国のサムスン電子、スマートフォンの新機種「ギャラクシー・ネクサス」を１１月に世界で順次発売すると発表。４・６５型の有機ＥＬ画面を採用。日本ではＮＴＴドコモが発売　#keizai #sumaho #google　　http://t.co/h822eCym,2
1000,2115,google,2,126495620025417729,Wed Oct 19 03:11:20 +0000 2011,"الجهاز الجديد عجيب 

#DriodRazr
#google #motorola #moto",2
1001,873,apple,0,126082123743502336,Mon Oct 17 23:48:15 +0000 2011,"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help",0
1002,628,apple,1,126314687116750849,Tue Oct 18 15:12:22 +0000 2011,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16,1
1003,598,google,3,126527743528673280,Wed Oct 19 05:18:59 +0000 2011,#LOL #google http://t.co/aeJ1Vrgj,3
1004,1261,google,1,126488384410619906,Wed Oct 19 02:42:35 +0000 2011,Ice cream Sandwich looks awesome #Google #ICS.,1
1005,377,apple,3,125642256114909184,Sun Oct 16 18:40:22 +0000 2011,Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple,3
1006,997,apple,0,125599423131697154,Sun Oct 16 15:50:10 +0000 2011,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off),0
1007,152,apple,3,126087892580827137,Tue Oct 18 00:11:10 +0000 2011,@APPLE freaks is Siri available for Iphone 4 yet?,3
1008,2276,google,2,126487911465095169,Wed Oct 19 02:40:42 +0000 2011,RT @twandroid: Widgets scrollables comme sur Honeycomb #google #nexusprime,2
1009,2166,google,2,126492704707321856,Wed Oct 19 02:59:45 +0000 2011,RT @twandroid SDK dispo aujourd'hui #google #nexusprime,2
1010,1574,twitter,1,126880559162077184,Thu Oct 20 04:40:57 +0000 2011,"@BrianCrockerJr yeah, it shows. glad you have #twitter :)",1
1011,1043,apple,0,125330038248849408,Sat Oct 15 21:59:44 +0000 2011,@apple why does #iPhone4 plus #iOS5 equal half the battery life?,0
1012,1569,twitter,1,126882971411165185,Thu Oct 20 04:50:32 +0000 2011,@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #Twitter&gt;Sleep,1
1013,1170,google,1,126497976314109952,Wed Oct 19 03:20:42 +0000 2011,Mmmm Ice Cream Sandwich #Android #Google,1
1014,41,apple,3,126347890196103168,Tue Oct 18 17:24:19 +0000 2011,"dear @apple please invent ""FaceTime Voicemails."" sincerely, haendel balzora jr. #apple",3
1015,1475,microsoft,0,126720736848117760,Wed Oct 19 18:05:52 +0000 2011,"#Microsoft - We put the ""backwards"" into backwards compatibility. #instantfollowback",0
1016,1590,twitter,1,126874748469788672,Thu Oct 20 04:17:51 +0000 2011,Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P,1
1017,1671,twitter,0,126867983455879168,Thu Oct 20 03:50:59 +0000 2011,@MsTapoutBarbie Yep figured my shit is jacked. Dammit #Twitter!!,0
1018,1412,microsoft,1,126603756971360256,Wed Oct 19 10:21:02 +0000 2011,"RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS",1
1019,1208,google,1,126493141271449600,Wed Oct 19 03:01:29 +0000 2011,RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung,1
1020,1044,apple,0,125329867674886144,Sat Oct 15 21:59:03 +0000 2011,@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!,0
1021,1788,apple,2,125647972087242754,Sun Oct 16 19:03:05 +0000 2011,Teach Different: iTeach Therefore iAm http://t.co/yozd8HCx @apple @teachforus @teachforamerica #ipad #stevejobs,2
1022,609,apple,1,126366353757179904,Tue Oct 18 18:37:41 +0000 2011,"Just apply for a job at @Apple, hope they call me lol",1
1023,1344,microsoft,1,126779217911349248,Wed Oct 19 21:58:15 +0000 2011,On #Microsoft Excel making functions like it's my job #Productive,1
1024,1670,twitter,0,126868404182319105,Thu Oct 20 03:52:39 +0000 2011,"Yep it's official, my tweets that get RT'd aren't showing me when they get RT'd. Dammit #Twitter, sometimes it's #Love/Hate thing we have!!",0
1025,1828,apple,2,125184213342367744,Sat Oct 15 12:20:16 +0000 2011,Discount Hemp Knots today.Cheap price too.Save money for best Hemp Knots. http://t.co/9H3jopLq@Avanti @Apple @Peeler,2
1026,1984,google,2,126516523408949248,Wed Oct 19 04:34:24 +0000 2011,#SEO Video:Specifying an image's license using RDFa. http://t.co/aO99FTLV #google #seo #images #rdfa,2
1027,1860,google,2,126532931236794369,Wed Oct 19 05:39:36 +0000 2011,بشكل عام أرى أنه مؤتمر مخيب للآمال مثل مؤتمر آبل، لا جديد من ناحية الهاردوير، والسوفتوير مشابه لأندرويد 3.0 #Samsung #Google #Android,2
1028,493,apple,3,125300705836793856,Sat Oct 15 20:03:10 +0000 2011,"Salesperson at #soho @Apple store ""it doesn't matter how many people are lined up out front. They're not gonna get one"" #iphone4s",3
1029,236,apple,3,125974955983769603,Mon Oct 17 16:42:24 +0000 2011,Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.,3
1030,551,google,3,126531814071336960,Wed Oct 19 05:35:09 +0000 2011,#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva,3
1031,520,apple,3,125193298624258049,Sat Oct 15 12:56:23 +0000 2011,@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...,3
1032,1917,google,2,126526019602628608,Wed Oct 19 05:12:08 +0000 2011,Usagi Yojimbo RPG Core Rules pdf ebook:  http://t.co/iWaJ1aGa #google,2
1033,720,apple,1,125633065757310976,Sun Oct 16 18:03:51 +0000 2011,Thank you Steve @apple store 5th av. http://t.co/nSAisriP,1
1034,1708,apple,2,126346705292640257,Tue Oct 18 17:19:36 +0000 2011,Wat een belachelijke prijzen KPN-prijzen iPhone 4S duiken op http://t.co/ep9kZUPb via @iPhoneclub @kpn @iphone @apple,2
1035,2008,google,2,126513429409312768,Wed Oct 19 04:22:06 +0000 2011,"#Samsung y #Google presentan el Samsung Galaxy #Nexus, oficialmente. http://t.co/DwQyyu5v #gadgets #smartphones",2
1036,58,apple,3,126321197062426624,Tue Oct 18 15:38:14 +0000 2011,RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!,3
1037,631,apple,1,126307801046847488,Tue Oct 18 14:45:01 +0000 2011,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...,1
1038,1357,microsoft,1,126748155021762561,Wed Oct 19 19:54:49 +0000 2011,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft,1
1039,592,google,3,126528248329940992,Wed Oct 19 05:20:59 +0000 2011,"Your face unlocks the phone, as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone",3
1040,1950,google,2,126522646149087233,Wed Oct 19 04:58:44 +0000 2011,RT @laurentalbaret: [2.0] La recherche cryptée (sur #Google) étendue aux utilisateurs connectés à un service Google http://t.co/K8oalek2,2
1041,939,apple,0,125930406125117440,Mon Oct 17 13:45:23 +0000 2011,"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.",0
1042,904,apple,0,125996379913986048,Mon Oct 17 18:07:32 +0000 2011,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx,0
1043,1623,twitter,1,126857082199744513,Thu Oct 20 03:07:39 +0000 2011,My Facebook messed up and I had to make a new one so... add me! Haha at least #twitter is reliable,1
1044,2202,google,2,126491323774672896,Wed Oct 19 02:54:16 +0000 2011,"viva #Microsoft o #google para e copiar a #apple e copia o #wp7 de tao bom que é. Incrivel como a interface metro esta ali,",2
1045,1975,google,2,126517567694180352,Wed Oct 19 04:38:33 +0000 2011,AsiaClassifiedToday Temasek to raise up to $800 million with bond offer - Straits Times: Tele... http://t.co/IaTj4kb9 #asia #google #biz,2
1046,1179,google,1,126495843116265475,Wed Oct 19 03:12:13 +0000 2011,The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich,1
1047,1592,twitter,1,126873707066048513,Thu Oct 20 04:13:43 +0000 2011,"Apples to oranges maybe, but #Twitter is way more engaging than #FB. Content vs. Stalkerismo",1
1048,706,apple,1,125699573799845888,Sun Oct 16 22:28:08 +0000 2011,@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.,1
1049,1022,apple,0,125400161886277632,Sun Oct 16 02:38:23 +0000 2011,I wish Siri could tweet for me . @apple fix that .,0
1050,745,apple,1,125402636764712960,Sun Oct 16 02:48:13 +0000 2011,Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple.,1
1051,2145,google,2,126493833608441856,Wed Oct 19 03:04:14 +0000 2011,"RT @juank3946: #IceCreamSandwich presenta #AndroidBeam, una herramienta para transferir archivos con solo juntar 2 teléfonos #Android #G ...",2
1052,2092,google,2,126498743993376768,Wed Oct 19 03:23:45 +0000 2011,RT @FTTank: Voici un très bon résumé de l'annonce du #GalaxyNexus de #Google http://t.co/O0bh5nBp,2
1053,513,apple,3,125245892814045184,Sat Oct 15 16:25:22 +0000 2011,"@fabi_m not that I know of. I think it is only on iOS, should get @apple to make a desktop app :)",3
1054,81,apple,3,126291860305100801,Tue Oct 18 13:41:40 +0000 2011,picking up my #iPhone4S in two hours @Apple!,3
1055,2019,google,2,126509298279907328,Wed Oct 19 04:05:41 +0000 2011,"RT @capoKenn: i like big glutus & i cannot lie
#GOOGLE&lt;sandra levels lol&gt;",2
1056,914,apple,0,125976113657823232,Mon Oct 17 16:47:00 +0000 2011,@PrJusto Don't question the @Apple they will remember your dissent!,0
1057,2111,google,2,126496202509389824,Wed Oct 19 03:13:39 +0000 2011,Putting Leadership Back into Strategy pdf ebook:  http://t.co/fGc3ufed #google,2
1058,150,apple,3,126089815136538624,Tue Oct 18 00:18:49 +0000 2011,Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.,3
1059,774,apple,0,126405405667627008,Tue Oct 18 21:12:51 +0000 2011,RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,0
1060,329,apple,3,125821979797364736,Mon Oct 17 06:34:32 +0000 2011,@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS,3
1061,6,apple,3,126407959495442432,Tue Oct 18 21:23:00 +0000 2011,RT @adamnash: The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc ...,3
1062,943,apple,0,125876542600519681,Mon Oct 17 10:11:21 +0000 2011,I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple,0
1063,1322,google,0,126491825660887040,Wed Oct 19 02:56:16 +0000 2011,another android demo #fail! #google,0
1064,1724,apple,2,126264647652343808,Tue Oct 18 11:53:32 +0000 2011,"おっとー、出演者ショップスが抜けてた! -- New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_,REPEAT PATTERN,COFFEE SHOPS,moda → http://t.co/kmJ0o1Ja",2
1065,909,apple,0,125987979784224770,Mon Oct 17 17:34:09 +0000 2011,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",0
1066,468,apple,3,125351067620880385,Sat Oct 15 23:23:18 +0000 2011,@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q,3
1067,181,apple,3,126030091892432896,Mon Oct 17 20:21:30 +0000 2011,Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz,3
1068,164,apple,3,126065529684369408,Mon Oct 17 22:42:19 +0000 2011,"@Apple please put the Tab button back in Pages for iPad. That hold my finger down, wait for the insert tab, then touch that for the tab. SMH",3
1069,451,apple,3,125398813543374848,Sun Oct 16 02:33:02 +0000 2011,Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc,3
1070,490,apple,3,125312357797863425,Sat Oct 15 20:49:28 +0000 2011,"RT @MyMelange: Wall to wall people, security and a huge line outside just to get in the @Apple store.  http://t.co/i1khkgJm",3
1071,2063,google,2,126502129060950016,Wed Oct 19 03:37:12 +0000 2011,"RT @dulmandakh: #Google буузаа түүхийрүүлчихсэн, аврах аргагүй учир удахгүй хаана. би тэрнээс нь өмнө хаачихлаа.",2
1072,1753,apple,2,125990804488601600,Mon Oct 17 17:45:23 +0000 2011,Descuentos y offertas para applicaciones de @apple http://t.co/8VNd57qk #mobil,2
1073,1233,google,1,126491109982613505,Wed Oct 19 02:53:25 +0000 2011,#google #icecreamsandwich totally blowing #Apple iShit away...,1
1074,1763,apple,2,125959482588143616,Mon Oct 17 15:40:55 +0000 2011,@dgosset @lolopb oh putain… j'ai vidé mon spam il y a peu… Le mail de applecert@apple.com est dans ce qu'il reste…,2
